"","X.10lgP","Mass","ppm","m.z","RT","Start","End","diff_range"
"3782",45.21,1166.5641,4.8,1167.5769,11.06,1.4939,1.5196,0.0257000000000001
"3783",45.21,1166.5641,4.8,1167.5769,11.06,1.4939,1.5196,0.0257000000000001
"3784",45.2,1983.0975,-5.8,662.0359,15.24,0.844,0.8694,0.0254
"3785",45.2,1439.6755,-8.2,720.8392,15.01,0.8816,0.907,0.0254
"3786",45.18,1106.4814,-7.4,554.2439,3.94,0.7588,0.7842,0.0254
"3787",45.18,1346.6223,5.6,674.3222,11.36,0.8542,0.8796,0.0254000000000001
"3788",45.18,1136.5172,-3.2,569.264,5.6,0.774,0.7994,0.0254
"3789",45.17,1807.9091,13.4,904.9739,16.82,0.9955,1.021,0.0254999999999999
"3790",45.17,2332.0488,-2.7,1167.0286,15.88,1.0984,1.124,0.0256000000000001
"3791",45.15,1488.746,7.5,745.3859,11.59,0.8938,0.9192,0.0254
"3792",45.15,1020.4247,0.6,1021.4326,4.9,1.3224,1.3481,0.0257000000000001
"3793",45.15,1475.6715,1.6,738.8442,8.62,0.8938,0.9192,0.0254
"3794",45.13,1325.6146,-8.2,663.8091,9.78,0.8258,0.8511,0.0253
"3795",45.13,1299.7108,3.5,650.865,17.29,0.8329,0.8582,0.0253
"3796",45.13,1440.7037,3.3,721.3615,17.09,0.8653,0.8907,0.0254000000000001
"3797",45.13,1245.4932,1.6,623.7549,2.94,0.8085,0.8339,0.0254
"3798",45.13,1356.6997,-1,679.3564,7.22,0.843,0.8684,0.0254
"3799",45.13,1070.6488,-6.5,536.3282,16.63,0.767,0.7923,0.0253
"3800",45.12,1409.6211,-0.1,705.8177,13.57,0.8664,0.8918,0.0254000000000001
"3801",45.12,1066.6135,3,534.3156,10.99,0.7761,0.8014,0.0253
"3802",45.11,1381.6666,0,691.8406,14.49,0.8846,0.91,0.0254
"3803",45.11,1512.8776,10.2,757.4538,12.84,0.9446,0.97,0.0254
"3804",45.11,974.5436,-1.5,975.5495,11.27,1.3388,1.3645,0.0257000000000001
"3805",45.09,1094.5244,3.6,1095.5356,8.27,1.3911,1.4168,0.0257000000000001
"3806",45.09,1339.6044,9.2,670.8156,13.67,0.8258,0.8511,0.0253
"3807",45.09,1450.6552,1.7,726.3361,13.37,0.8653,0.8907,0.0254000000000001
"3808",45.08,1265.6438,4.9,633.8323,10.6,0.843,0.8684,0.0254
"3809",45.08,1500.6775,9.7,751.3533,16.11,0.966,0.9914,0.0254
"3810",45.08,2775.3098,2.2,926.1125,12,0.8603,0.8857,0.0254000000000001
"3811",45.08,1272.6561,3.5,637.3376,10.03,0.8166,0.842,0.0254
"3812",45.08,1150.5618,4.1,576.2905,7.41,0.7801,0.8055,0.0254
"3813",45.07,1242.6567,-21.5,622.3223,5.51,0.8136,0.8389,0.0253
"3814",45.07,1204.5409,7.1,603.282,16.54,0.8045,0.8298,0.0253
"3815",45.07,1979.9047,5.1,990.9647,14.56,1.023,1.0485,0.0255000000000001
"3816",45.07,3572.7166,3.3,894.1894,13.62,0.9924,1.0179,0.0255000000000001
"3817",45.06,1246.5618,7.5,624.2928,7.63,0.7984,0.8237,0.0253
"3818",45.06,931.4611,0.9,932.4692,4.12,1.3173,1.3429,0.0256000000000001
"3819",45.06,934.4032,-2.6,935.4081,5.63,1.2517,1.2773,0.0256000000000001
"3820",45.05,1309.6554,4.1,1310.6681,18.09,1.5227,1.5485,0.0258
"3821",45.04,1508.5863,-9,755.2936,2.46,0.8379,0.8633,0.0254
"3822",45.04,1683.7681,8.2,842.8982,15.7,0.9599,0.9853,0.0254
"3823",45.04,1336.6268,-4.7,669.3176,14.21,0.8389,0.8643,0.0254
"3824",45.04,1335.6592,4.2,668.8397,16.72,0.8379,0.8633,0.0254
"3825",45.03,1476.7065,-6.8,739.3555,13.57,0.8846,0.91,0.0254
"3826",45.03,1380.6296,3.5,691.3245,15.04,0.909,0.9344,0.0254
"3827",45.02,1478.7841,-10.9,740.3912,9.67,0.908,0.9334,0.0254
"3828",45.02,1494.7117,4.9,748.3668,10.58,0.8918,0.9172,0.0254
"3829",45.02,1675.8206,3,838.9201,15.36,0.9314,0.9568,0.0254
"3830",45.02,980.4814,6.3,981.4949,5.85,1.345,1.3706,0.0256000000000001
"3831",45.02,802.4548,-0.5,803.4617,5.4,1.2016,1.2272,0.0256000000000001
"3832",45.01,1345.7354,-1.2,673.8741,16.91,0.8542,0.8796,0.0254000000000001
"3833",45.01,1712.7655,4.7,857.394,11.68,0.9395,0.965,0.0255
"3834",45.01,1085.4963,9.3,543.7605,8.78,0.7487,0.774,0.0253
"3835",45,932.5153,-3.3,933.5195,14.62,1.2763,1.3019,0.0256000000000001
"3836",45,1654.9293,1.4,828.4731,13.71,0.9538,0.9792,0.0254
"3837",44.99,1328.6837,-2,665.3478,12.11,0.8308,0.8562,0.0254
"3838",44.99,1011.4882,16.4,1012.512,12.98,1.3686,1.3942,0.0256000000000001
"3839",44.99,1627.7876,7.2,814.9069,15.33,0.9751,1.0006,0.0255
"3840",44.99,1232.5972,-5.3,617.3026,14.99,0.8298,0.8552,0.0254
"3841",44.99,2217.0273,-1.6,1109.5192,16.47,1.0801,1.1056,0.0254999999999999
"3842",44.98,1316.644,-2.3,659.3278,17.73,0.8359,0.8613,0.0254
"3843",44.97,2575.3354,-3.7,859.4493,9.28,0.9456,0.9711,0.0255
"3844",44.97,1325.723,-3.7,663.8663,16.04,0.8745,0.8999,0.0254
"3845",44.96,1519.8358,2.7,760.9272,8.69,0.9151,0.9405,0.0254
"3846",44.96,1211.524,6.9,606.7735,7.93,0.8045,0.8298,0.0253
"3847",44.96,1708.7791,3.6,855.3998,12.82,0.9548,0.9802,0.0254
"3848",44.96,1166.5641,-2.7,1167.5682,14.78,1.5094,1.5351,0.0256999999999998
"3849",44.96,1733.8295,7.4,867.9284,8.73,1.0108,1.0362,0.0254000000000001
"3850",44.95,2177.0276,-2.4,1089.5184,16.15,1.1209,1.1464,0.0255000000000001
"3851",44.95,994.4355,-1.7,995.4412,4.48,1.2845,1.3101,0.0256000000000001
"3852",44.95,1147.5193,-6.1,574.7634,3.32,0.7872,0.8126,0.0254
"3853",44.95,2950.3562,3.1,984.4624,13.19,1.0474,1.0729,0.0254999999999999
"3854",44.94,1306.6993,-0.9,654.3564,12.84,0.8237,0.8491,0.0254
"3855",44.93,1950.0535,-2.6,976.0314,10.97,1.024,1.0495,0.0255000000000001
"3856",44.92,2055.9749,11.3,1029.0063,15.13,1.0271,1.0525,0.0254000000000001
"3857",44.92,1376.7234,-7.5,689.3638,12.71,0.841,0.8664,0.0254
"3858",44.91,1625.7798,7.3,813.9031,11.7,0.9375,0.9629,0.0254
"3859",44.9,1887.9248,2.4,944.972,10.76,0.9965,1.022,0.0255
"3860",44.9,1142.6448,-5,572.3268,13.05,0.8136,0.8389,0.0253
"3861",44.9,2098.9993,-5.2,1050.5015,13.67,1.0678,1.0933,0.0254999999999999
"3862",44.9,1210.5652,-2.4,606.2884,10.42,0.7842,0.8095,0.0253
"3863",44.89,1473.6306,-3.4,737.8201,6.52,0.8694,0.8948,0.0254000000000001
"3864",44.88,824.3188,11.5,825.3356,7.52,1.1628,1.1883,0.0254999999999999
"3865",44.87,994.4971,5.6,995.5099,8.48,1.3152,1.3409,0.0257000000000001
"3866",44.86,817.4333,1,818.4414,8.69,1.2006,1.2261,0.0255000000000001
"3867",44.86,1159.5913,1.2,1160.6,13.48,1.5227,1.5485,0.0258
"3868",44.85,944.5178,5,945.5298,9.01,1.3306,1.3563,0.0257000000000001
"3869",44.85,1501.7048,-4.1,751.8566,16.68,0.8887,0.9141,0.0254
"3870",44.85,1827.842,2.9,914.931,15.49,1.0485,1.074,0.0255000000000001
"3871",44.85,1136.5713,0.4,1137.579,10.35,1.4631,1.4888,0.0256999999999998
"3872",44.84,1307.6582,1.9,654.8376,2.53,0.8461,0.8714,0.0253
"3873",44.84,1629.7747,-3,815.8922,9.12,0.9955,1.021,0.0254999999999999
"3874",44.84,1497.7311,-3.9,749.8699,13.85,0.8775,0.9029,0.0254000000000001
"3875",44.83,1209.5989,4.5,605.8094,6.01,0.7872,0.8126,0.0254
"3876",44.81,1563.7892,7.7,782.9079,11.04,0.9568,0.9823,0.0255
"3877",44.81,1986.9938,-1,994.5032,17.45,1.0525,1.078,0.0255000000000001
"3878",44.8,1492.7269,0.1,747.3708,6.54,0.909,0.9344,0.0254
"3879",44.8,1411.6982,2.7,706.8583,14.3,0.8664,0.8918,0.0254000000000001
"3880",44.8,1334.6653,0.8,1335.6736,12.77,1.5299,1.5557,0.0258
"3881",44.79,1084.5917,5.5,543.3061,15.58,0.769,0.7943,0.0253
"3882",44.78,1472.8198,5.7,737.4214,10.19,0.9233,0.9487,0.0254
"3883",44.78,1328.6512,-6.2,665.3288,15.22,0.8674,0.8928,0.0254000000000001
"3884",44.78,1053.5131,-5.4,1054.5146,11.68,1.3788,1.4045,0.0257000000000001
"3885",44.77,1479.7391,9,740.8835,12.84,0.8958,0.9212,0.0254
"3886",44.76,1524.6692,7.8,763.3478,10.42,0.8806,0.906,0.0254
"3887",44.76,1152.4968,-0.1,577.2556,5.94,0.769,0.7943,0.0253
"3888",44.75,1063.5033,8.4,1064.5195,5.24,1.3973,1.423,0.0257000000000001
"3889",44.75,1246.6227,6.4,1247.6379,10.51,1.4836,1.5094,0.0258
"3890",44.74,1229.6866,6.2,615.8544,8.69,0.8085,0.8339,0.0254
"3891",44.73,1072.486,-1.8,1073.4913,4.85,1.386,1.4117,0.0257000000000001
"3892",44.72,1204.5077,-7.1,603.2568,2.98,0.7872,0.8126,0.0254
"3893",44.72,1427.6681,-4.2,714.8383,7.04,0.8684,0.8938,0.0254000000000001
"3894",44.71,1317.7405,3.4,659.8798,15.01,0.8552,0.8806,0.0254000000000001
"3895",44.71,1471.7155,-6.5,736.8602,5.58,0.8481,0.8735,0.0254000000000001
"3896",44.71,1162.7325,2.5,582.375,17.04,0.8369,0.8623,0.0254
"3897",44.71,1304.6222,-6.2,653.3143,2.41,0.8369,0.8623,0.0254
"3898",44.71,1216.5692,-2.7,609.2902,9.48,0.7822,0.8075,0.0253
"3899",44.7,1566.7751,14,784.4058,17,0.9273,0.9527,0.0254
"3900",44.7,1334.6718,-7.7,668.338,8.55,0.9009,0.9263,0.0254
"3901",44.69,1112.5349,-4.8,1113.5369,5.28,1.4322,1.4579,0.0257000000000001
"3902",44.69,1363.6992,6.8,682.8615,15.95,0.8532,0.8785,0.0253
"3903",44.69,1137.6141,-0.2,569.8142,12.09,0.7619,0.7872,0.0253
"3904",44.68,1081.6019,4.3,1082.6139,10.4,1.4189,1.4446,0.0257000000000001
"3905",44.68,1845.926,9.2,923.9788,14.92,0.9833,1.0087,0.0254
"3906",44.67,1044.5452,6.4,1045.5591,6.99,1.3983,1.424,0.0256999999999998
"3907",44.66,1105.6132,0.9,553.8143,6.86,0.7822,0.8075,0.0253
"3908",44.65,893.4528,5.1,894.4647,5.35,1.2579,1.2835,0.0256000000000001
"3909",44.65,2365.1809,5.7,789.4054,7.61,0.7903,0.8156,0.0253
"3910",44.65,1606.7444,-4.6,804.3758,11.56,0.91,0.9355,0.0255
"3911",44.64,1232.6162,-6.9,617.3112,3.03,0.8116,0.8369,0.0253
"3912",44.64,1554.7638,7.3,778.3948,8.73,0.908,0.9334,0.0254
"3913",44.63,1493.7952,-2.4,747.9031,17.98,0.905,0.9304,0.0254
"3914",44.63,1219.5754,-5.4,610.7917,5.6,0.8247,0.8501,0.0254
"3915",44.61,960.4698,0.4,961.4775,7.57,1.2958,1.3214,0.0255999999999998
"3916",44.6,1008.5101,6.4,505.2655,3.73,0.7416,0.767,0.0254
"3917",44.6,982.443,6.4,983.4566,10.12,1.3296,1.3552,0.0256000000000001
"3918",44.6,1526.8206,-1.1,764.4167,9.42,0.9202,0.9456,0.0254
"3919",44.59,1075.5913,3.9,1076.6028,14.72,1.4415,1.4672,0.0257000000000001
"3920",44.59,1603.7188,-0.9,802.866,10.56,0.9111,0.9365,0.0254
"3921",44.59,2347.2722,-7.4,587.821,16.2,0.7619,0.7872,0.0253
"3922",44.58,1242.588,6.9,622.3055,9.48,0.8389,0.8643,0.0254
"3923",44.58,1149.6758,-1.5,575.8443,10.92,0.8389,0.8643,0.0254
"3924",44.58,2308.2354,3.5,1155.129,18.07,1.1505,1.176,0.0254999999999999
"3925",44.57,1136.5825,-4.1,569.2962,7.77,0.8014,0.8268,0.0254
"3926",44.56,1174.5717,-2.8,1175.5757,11.06,1.5207,1.5464,0.0257000000000001
"3927",44.56,1602.7711,-1.6,802.3915,12.77,0.9243,0.9497,0.0254
"3928",44.56,1257.6829,0.6,629.8491,9.62,0.8308,0.8562,0.0254
"3929",44.55,1776.9985,-0.8,889.5058,15.79,0.9955,1.021,0.0254999999999999
"3930",44.54,1545.7271,-1,773.8701,11.34,0.9222,0.9477,0.0255
"3931",44.53,1232.5924,-1.5,617.3026,12.96,0.8024,0.8278,0.0254
"3932",44.52,1243.6157,1.8,622.8163,7.7,0.7933,0.8187,0.0254
"3933",44.52,1203.4908,1.9,1204.5004,13.85,1.4805,1.5063,0.0258
"3934",44.52,1387.5649,2.3,694.7913,13.39,0.8349,0.8603,0.0254
"3935",44.52,1450.6899,-9.4,726.3454,4.05,0.8572,0.8826,0.0254000000000001
"3936",44.52,1732.9512,0,578.6577,17.41,0.7882,0.8136,0.0254
"3937",44.52,2924.3936,-2,975.8032,14.9,0.8958,0.9212,0.0254
"3938",44.51,1092.5199,2.2,1093.5295,9.05,1.4291,1.4548,0.0257000000000001
"3939",44.51,1225.703,-0.4,613.8585,12.5,0.8359,0.8613,0.0254
"3940",44.51,1269.6135,4.3,635.8168,7.31,0.8034,0.8288,0.0254
"3941",44.51,1267.627,4.5,634.8236,3.16,0.8339,0.8593,0.0254
"3942",44.5,1321.67,1,661.843,15.86,0.8389,0.8643,0.0254
"3943",44.49,1270.6306,-4.2,636.3199,14.97,0.8298,0.8552,0.0254
"3944",44.49,2038.9153,-1.6,1020.4633,17.02,1.0546,1.0801,0.0255000000000001
"3945",44.47,1637.7686,-1,819.8907,12.29,0.965,0.9904,0.0254
"3946",44.45,1241.6979,1.1,621.8569,14.12,0.8136,0.8389,0.0253
"3947",44.45,1398.7177,-6.7,700.3614,16.63,0.8603,0.8857,0.0254000000000001
"3948",44.44,1409.631,0.2,705.8229,7.79,0.8552,0.8806,0.0254000000000001
"3949",44.44,1215.5918,5.2,608.8063,11.13,0.8227,0.8481,0.0254
"3950",44.44,1129.5979,12,1130.6188,8.59,1.4446,1.4703,0.0256999999999998
"3951",44.43,1904.7965,12.9,953.4178,11.61,0.9965,1.022,0.0255
"3952",44.43,980.4814,2.2,981.4909,8.34,1.3573,1.3829,0.0256000000000001
"3953",44.43,1376.7565,5.7,689.3894,11.88,0.9151,0.9405,0.0254
"3954",44.43,1711.9542,2.1,856.9862,17.84,0.9853,1.0108,0.0255
"3955",44.43,1395.6881,-4.3,698.8483,10.83,0.8501,0.8755,0.0254
"3956",44.43,1709.7686,-3.7,570.928,14.4,0.7751,0.8004,0.0253
"3957",44.43,1812.7849,6,605.2725,9.28,0.7396,0.7649,0.0253
"3958",44.43,1157.608,4.7,1158.6207,12.07,1.5001,1.5258,0.0257000000000001
"3959",44.42,1937.9305,-5.9,969.9668,15.2,1.075,1.1005,0.0255000000000001
"3960",44.41,1853.902,-3,927.9554,11.08,0.9884,1.0138,0.0254000000000001
"3961",44.4,1575.7239,11.1,788.8779,12.89,0.9151,0.9405,0.0254
"3962",44.4,1665.7787,0.4,833.897,9.94,0.9314,0.9568,0.0254
"3963",44.39,1230.6244,-9.4,616.3137,7.59,0.8075,0.8329,0.0254
"3964",44.38,1215.6135,1.2,608.8148,10.86,0.8471,0.8725,0.0254000000000001
"3965",44.37,1211.4666,-5.1,606.7375,5.51,0.7771,0.8024,0.0253
"3966",44.37,1344.7249,5,673.373,12.16,0.8542,0.8796,0.0254000000000001
"3967",44.35,1167.6975,1.9,584.8571,12.43,0.844,0.8694,0.0254
"3968",44.35,1179.6863,9.3,590.8559,9.6,0.8227,0.8481,0.0254
"3969",44.34,1394.6653,9.9,698.3468,14.03,0.8948,0.9202,0.0254
"3970",44.34,1106.6124,0.7,1107.6205,14.33,1.4785,1.5042,0.0257000000000001
"3971",44.33,1600.8573,5.7,801.4405,15.97,1.024,1.0495,0.0255000000000001
"3972",44.33,1122.592,-4.4,562.3008,10.24,0.767,0.7923,0.0253
"3973",44.33,1293.6201,-7.8,647.8123,6.68,0.8318,0.8572,0.0254
"3974",44.32,1669.7994,-2.1,835.9053,10.15,0.9222,0.9477,0.0255
"3975",44.31,1310.6428,14,656.3378,13.39,0.8329,0.8582,0.0253
"3976",44.31,1254.6244,9.7,628.3256,16.59,0.8207,0.8461,0.0254
"3977",44.31,1119.5924,8.2,560.808,6.29,0.7558,0.7811,0.0253
"3978",44.31,1041.5131,-7.1,1042.5129,13.92,1.3747,1.4004,0.0257000000000001
"3979",44.31,2057.9993,1,687.0078,13.39,0.8105,0.8359,0.0254
"3980",44.29,734.3268,-0.7,735.3336,2.39,1.0801,1.1056,0.0254999999999999
"3981",44.29,1338.6302,0.2,670.3225,9.39,0.8765,0.9019,0.0254000000000001
"3982",44.29,1730.9064,3.6,577.9781,11.7,0.7801,0.8055,0.0254
"3983",44.28,2312.092,-3.4,1157.0493,12.52,1.1546,1.1801,0.0254999999999999
"3984",44.27,1195.5913,0.9,1196.5996,15.58,1.5011,1.5269,0.0257999999999998
"3985",44.26,1235.6696,-1.2,618.8413,12.5,0.8369,0.8623,0.0254
"3986",44.25,1342.7101,-25.4,672.3453,13.46,0.8897,0.9151,0.0254
"3987",44.25,1500.7208,2.2,751.3693,10.1,0.9009,0.9263,0.0254
"3988",44.24,1427.7806,2.7,714.8995,11.84,0.8826,0.908,0.0254
"3989",44.24,1373.7078,-1.1,687.8604,14.58,0.8593,0.8846,0.0253000000000001
"3990",44.24,1169.5968,-0.4,1170.6036,13.71,1.5145,1.5402,0.0257000000000001
"3991",44.22,1498.6875,-3.6,750.3483,8.94,0.8958,0.9212,0.0254
"3992",44.22,1253.571,0.1,627.7928,6.22,0.7892,0.8146,0.0254
"3993",44.22,913.5596,3.9,914.5705,8.8,1.304,1.3296,0.0255999999999998
"3994",44.22,1399.6407,-2.9,700.8256,14.28,0.8481,0.8735,0.0254000000000001
"3995",44.22,1070.572,-1.2,1071.578,7.7,1.3922,1.4178,0.0255999999999998
"3996",44.21,1489.7412,-1.8,745.8765,8.18,0.9131,0.9385,0.0254
"3997",44.21,1665.811,-3.9,556.2755,10.76,0.7447,0.77,0.0253
"3998",44.21,919.4611,3.8,920.4718,2.69,1.2558,1.2814,0.0256000000000001
"3999",44.2,1563.7966,1.9,782.9071,16.66,0.9365,0.9619,0.0254
"4000",44.19,2090.9336,-5.9,1046.4679,14.12,1.025,1.0505,0.0255000000000001
"4001",44.19,1891.9569,-11.2,631.6525,17.52,0.7345,0.7599,0.0254
"4002",44.19,1221.6427,0.2,611.8287,13.57,0.8065,0.8318,0.0253
"4003",44.18,1045.4175,7.3,1046.4324,8.27,1.3491,1.3747,0.0256000000000001
"4004",44.18,1192.5758,5.6,597.2985,7.15,0.7862,0.8116,0.0254
"4005",44.18,1101.5376,5.1,1102.5505,9.03,1.46,1.4857,0.0257000000000001
"4006",44.17,1396.6293,-7.6,699.3166,14.14,0.8593,0.8846,0.0253000000000001
"4007",44.17,1138.5117,1.8,570.2642,11.06,0.7994,0.8247,0.0253
"4008",44.17,846.4447,-6.4,847.4465,2.3,1.2292,1.2548,0.0255999999999998
"4009",44.17,1309.582,-1.7,655.7972,6.58,0.8258,0.8511,0.0253
"4010",44.14,976.4535,1.1,977.4619,7.2,1.3265,1.3522,0.0257000000000001
"4011",44.14,1710.7948,-2.8,856.4023,7.22,0.9131,0.9385,0.0254
"4012",44.14,1137.4907,1.5,569.7535,6.7,0.7882,0.8136,0.0254
"4013",44.14,1571.877,1.3,786.9468,17.13,0.968,0.9935,0.0255000000000001
"4014",44.13,1171.66,2.9,1172.6707,13.09,1.4991,1.5248,0.0256999999999998
"4015",44.13,1171.66,2.9,1172.6707,13.09,1.4991,1.5248,0.0256999999999998
"4016",44.13,1237.5879,3.5,619.8034,13.07,0.8085,0.8339,0.0254
"4017",44.11,1432.6429,3.6,717.3314,3.16,0.8572,0.8826,0.0254000000000001
"4018",44.1,1807.9655,8.6,904.9977,17.91,1.0964,1.1219,0.0254999999999999
"4019",44.09,1207.5972,5.1,1208.6106,13.03,1.459,1.4847,0.0256999999999998
"4020",44.08,1398.6198,-11.8,700.3089,3.85,0.8714,0.8968,0.0254000000000001
"4021",44.08,1627.8417,5.1,814.9323,17.27,1.0016,1.0271,0.0254999999999999
"4022",44.05,1260.6132,-2.6,631.3122,11.63,0.8156,0.841,0.0254
"4023",44.04,1081.5516,-4.7,541.7806,2.73,0.7751,0.8004,0.0253
"4024",44.04,1284.631,-2.4,643.3212,6.15,0.8207,0.8461,0.0254
"4025",44.03,1591.8246,2,796.9211,16.95,0.9589,0.9843,0.0254
"4026",44.03,1538.759,4.8,770.3905,7.86,0.9233,0.9487,0.0254
"4027",44.02,1454.7803,13.6,728.4073,12.5,0.8836,0.909,0.0254
"4028",44.02,938.4709,3.4,939.4813,4.3,1.2917,1.3173,0.0255999999999998
"4029",44.02,1113.5529,0.5,1114.5607,12.48,1.4805,1.5063,0.0258
"4030",44.01,1186.6459,0.8,594.3307,13.78,0.7984,0.8237,0.0253
"4031",44.01,1465.7888,2.6,733.9036,7.82,0.8714,0.8968,0.0254000000000001
"4032",44,1323.7186,3.4,662.8688,11.75,0.8633,0.8887,0.0254000000000001
"4033",44,1946.9949,-5.9,650.0018,16.79,0.7507,0.7761,0.0254
"4034",43.99,934.4178,5.5,935.4302,2.73,1.2497,1.2753,0.0256000000000001
"4035",43.99,1539.7062,2.6,770.8624,10.24,0.9009,0.9263,0.0254
"4036",43.98,1585.8424,-3.9,793.9254,9.01,0.91,0.9355,0.0255
"4037",43.98,1297.7241,7.9,649.8745,11.13,0.8298,0.8552,0.0254
"4038",43.98,1691.7606,2,846.8893,8.53,0.966,0.9914,0.0254
"4039",43.98,1287.6646,5.2,644.8429,10.9,0.8704,0.8958,0.0254000000000001
"4040",43.98,1101.5311,7.3,551.7769,10.63,0.7852,0.8105,0.0253
"4041",43.98,1436.7372,-6.6,719.3712,4.9,0.8765,0.9019,0.0254000000000001
"4042",43.97,1282.7397,2.1,642.3785,11.02,0.8968,0.9222,0.0254
"4043",43.96,1494.7791,-2.2,748.3951,10.15,0.9395,0.965,0.0255
"4044",43.96,1351.6554,-0.7,676.8345,10.74,0.8339,0.8593,0.0254
"4045",43.95,1339.7711,-1.6,670.8918,14.62,0.8511,0.8765,0.0254
"4046",43.94,1913.0557,9.8,638.6987,17.64,0.8288,0.8542,0.0254
"4047",43.93,1478.7001,2.1,740.3589,15.13,0.8775,0.9029,0.0254000000000001
"4048",43.93,1020.524,-1.6,1021.5297,7.93,1.3901,1.4158,0.0257000000000001
"4049",43.93,1429.7201,8,715.873,14.81,0.8887,0.9141,0.0254
"4050",43.93,1545.7926,-2.1,773.9019,15.4,0.9243,0.9497,0.0254
"4051",43.92,1193.6292,0.9,597.8224,7.22,0.7882,0.8136,0.0254
"4052",43.91,1403.6179,4.4,702.8193,10.17,0.8684,0.8938,0.0254000000000001
"4053",43.91,1865.8618,-3.1,622.9593,15.63,0.8045,0.8298,0.0253
"4054",43.91,1228.5836,0.9,615.2996,4.44,0.7852,0.8105,0.0253
"4055",43.9,1139.5142,4.8,570.7671,4.8,0.7832,0.8085,0.0253
"4056",43.9,1470.881,-0.3,736.4475,17.57,0.9039,0.9294,0.0255
"4057",43.9,1065.5566,3.6,533.7875,2.69,0.774,0.7994,0.0254
"4058",43.9,1043.5321,-1.1,1044.5382,11.7,1.3604,1.386,0.0255999999999998
"4059",43.89,1428.7572,11.6,715.3942,13.12,0.8623,0.8877,0.0254000000000001
"4060",43.89,1585.6791,8.2,793.8533,6.9,0.8877,0.9131,0.0254
"4061",43.89,1001.5393,-2.8,1002.5438,14.92,1.3809,1.4065,0.0256000000000001
"4062",43.89,2670.3474,-7,891.1168,15.84,0.8613,0.8867,0.0254000000000001
"4063",43.89,2082.0593,7,1042.0442,8.85,1.0413,1.0668,0.0255000000000001
"4064",43.85,1334.6475,-1.1,668.3303,14.74,0.84,0.8653,0.0253
"4065",43.85,2579.2292,-0.7,645.8141,14.74,0.8217,0.8471,0.0254
"4066",43.85,1082.5283,-4.5,1083.5308,12.2,1.4148,1.4404,0.0255999999999998
"4067",43.83,959.4712,5.3,480.7454,5.56,0.7497,0.7751,0.0254
"4068",43.83,1387.557,-2.1,694.7843,16.34,0.84,0.8653,0.0253
"4069",43.83,928.3886,1.8,929.3976,3.78,1.1863,1.2118,0.0255000000000001
"4070",43.82,1662.8002,-7.6,832.4011,11.5,0.9812,1.0067,0.0255
"4071",43.82,2461.2119,-5.6,821.4066,12.25,0.8511,0.8765,0.0254
"4072",43.82,1455.7106,18.9,728.8763,11.66,0.8826,0.908,0.0254
"4073",43.82,845.4494,-7.5,846.4503,4.39,1.2067,1.2323,0.0255999999999998
"4074",43.81,1722.8536,-4.5,862.4302,10.22,0.965,0.9904,0.0254
"4075",43.81,1121.5604,-1.4,1122.5662,13.05,1.423,1.4487,0.0257000000000001
"4076",43.81,1071.5924,19.3,1072.6204,7.36,1.4507,1.4764,0.0256999999999998
"4077",43.81,1215.6095,-0.1,608.812,9.94,0.7953,0.8207,0.0254
"4078",43.81,1568.7505,5,785.3864,9.83,0.9121,0.9375,0.0254
"4079",43.81,1847.802,-7.6,924.9012,6.31,0.9507,0.9761,0.0254
"4080",43.8,1502.7365,-10.3,752.3678,8,0.8775,0.9029,0.0254000000000001
"4081",43.8,1261.6125,5.3,631.8169,10.19,0.8237,0.8491,0.0254
"4082",43.8,1125.5376,1.1,1126.5461,10.74,1.4312,1.4569,0.0257000000000001
"4083",43.8,918.4811,-5.7,919.4831,9.96,1.304,1.3296,0.0255999999999998
"4084",43.78,1293.7041,-0.5,647.859,3.57,0.841,0.8664,0.0254
"4085",43.78,852.4164,5.8,853.4286,4.03,1.2487,1.2743,0.0256000000000001
"4086",43.77,2713.3445,-15.2,1357.6589,15.79,1.1801,1.2057,0.0256000000000001
"4087",43.77,1053.5566,-1.9,527.7846,6.24,0.7396,0.7649,0.0253
"4088",43.75,1378.575,0.2,690.2949,6.4,0.8318,0.8572,0.0254
"4089",43.74,1509.7133,7.5,755.8696,10.42,0.8938,0.9192,0.0254
"4090",43.74,1393.7241,7.3,697.8744,16.68,0.8664,0.8918,0.0254000000000001
"4091",43.73,1320.7037,-2.7,661.3574,13.73,0.844,0.8694,0.0254
"4092",43.73,1596.8147,5.9,799.4193,14.58,0.9344,0.9599,0.0255
"4093",43.72,1193.5928,6.8,1194.6082,9.12,1.531,1.5567,0.0257000000000001
"4094",43.72,1457.7263,-6.6,729.8656,7.04,0.8877,0.9131,0.0254
"4095",43.71,964.4185,2.2,483.2176,2.94,0.7042,0.7295,0.0253
"4096",43.71,1793.906,-2.5,598.9744,8.87,0.7042,0.7295,0.0253
"4097",43.71,1244.636,-4.2,623.3226,3.46,0.8227,0.8481,0.0254
"4098",43.7,802.4185,-4,803.4225,7.06,1.1434,1.1689,0.0255000000000001
"4099",43.7,1464.6211,10.9,733.3258,9.07,0.8806,0.906,0.0254
"4100",43.7,1181.5869,5.1,591.8038,15.06,0.8024,0.8278,0.0254
"4101",43.69,1752.8179,-12.7,877.4051,6.33,0.9477,0.9731,0.0254
"4102",43.69,1424.7081,-5.3,475.9075,13.85,0.6738,0.6991,0.0253000000000001
