"","X.10lgP","Mass","ppm","m.z","RT","Start","End","diff_range"
"3461",46.89,1197.6981,1.7,599.8574,11.47,0.843,0.8684,0.0254
"3462",46.89,1359.6571,13.5,680.845,9.26,0.8532,0.8785,0.0253
"3463",46.89,1980.9515,-10.5,661.3175,16.02,0.772,0.7974,0.0254
"3464",46.88,1433.6643,-1.6,717.8383,9.83,0.8593,0.8846,0.0253000000000001
"3465",46.88,1068.5386,8.7,535.2812,5.44,0.7528,0.7781,0.0253
"3466",46.86,1283.6218,-5.2,642.8149,7.15,0.7963,0.8217,0.0254
"3467",46.85,1603.726,-11.7,802.8609,6.52,0.8978,0.9233,0.0255
"3468",46.85,1109.524,0,1110.5314,9.67,1.4035,1.4291,0.0256000000000001
"3469",46.85,1279.5789,6.9,640.8011,11.2,0.8237,0.8491,0.0254
"3470",46.85,1310.6466,6.6,656.3349,10.24,0.8156,0.841,0.0254
"3471",46.85,1227.7186,9.3,614.8723,16.75,0.8318,0.8572,0.0254
"3472",46.84,1555.8497,1.9,778.9337,17.13,0.907,0.9324,0.0254
"3473",46.84,1334.7485,-2.9,668.3796,17.39,0.8461,0.8714,0.0253
"3474",46.83,1070.6335,6.5,1071.6478,13.6,1.4127,1.4384,0.0256999999999998
"3475",46.83,1070.6335,6.5,1071.6478,13.6,1.4127,1.4384,0.0256999999999998
"3476",46.82,1607.7467,-2.9,804.8783,12.8,0.9131,0.9385,0.0254
"3477",46.82,1441.785,-1.5,721.8987,16.7,0.8806,0.906,0.0254
"3478",46.81,1437.6658,-1,719.8395,10.19,0.8633,0.8887,0.0254000000000001
"3479",46.81,1444.7197,-1.3,723.3662,11.4,0.9222,0.9477,0.0255
"3480",46.8,1087.5873,6.6,544.8045,3.96,0.7467,0.772,0.0253
"3481",46.8,1099.5338,8.4,1100.5503,17.5,1.4127,1.4384,0.0256999999999998
"3482",46.78,1518.6951,3.5,760.3575,12.27,0.8948,0.9202,0.0254
"3483",46.78,1676.8232,1.7,839.4203,14.74,0.9802,1.0057,0.0255000000000001
"3484",46.78,1286.5779,-2.8,644.2944,15.06,0.8116,0.8369,0.0253
"3485",46.77,1679.7111,1.7,560.9119,8.09,0.7224,0.7477,0.0253
"3486",46.77,2233.917,15.2,1117.9828,13.83,1.0444,1.0699,0.0255000000000001
"3487",46.74,1079.6703,4.6,540.8449,10.72,0.7923,0.8176,0.0253
"3488",46.73,1640.8369,-0.8,821.4251,9.62,0.9202,0.9456,0.0254
"3489",46.71,1354.7344,-0.2,678.3743,9.76,0.8359,0.8613,0.0254
"3490",46.71,1308.6561,-5.8,655.3315,11.43,0.8389,0.8643,0.0254
"3491",46.71,1085.608,7.8,1086.6238,6.49,1.4569,1.4826,0.0256999999999998
"3492",46.71,1181.5975,2.1,591.8073,7.7,0.7771,0.8024,0.0253
"3493",46.7,1149.6619,2.8,575.8398,7.45,0.8318,0.8572,0.0254
"3494",46.7,1248.5887,-3,625.2998,11.2,0.8105,0.8359,0.0254
"3495",46.7,1281.6506,-2,641.8313,12.8,0.8288,0.8542,0.0254
"3496",46.69,1143.6135,2.7,1144.6239,11.93,1.5196,1.5454,0.0258
"3497",46.69,1385.8282,7.8,693.9268,17.61,0.9009,0.9263,0.0254
"3498",46.68,1948.9431,-4,650.6524,13.62,0.773,0.7984,0.0254
"3499",46.67,1634.7974,-0.2,818.4058,14.3,0.9314,0.9568,0.0254
"3500",46.66,2594.3015,-8,1298.1477,16.11,1.1658,1.1914,0.0256000000000001
"3501",46.66,1799.8148,10.9,900.9245,12.91,0.9619,0.9873,0.0254
"3502",46.65,910.4185,7,911.4321,7.47,1.2221,1.2476,0.0255000000000001
"3503",46.64,1260.6537,-0.8,631.3336,12.29,0.8491,0.8745,0.0254000000000001
"3504",46.64,2495.323,-0.5,832.7812,13.73,0.843,0.8684,0.0254
"3505",46.64,1883.806,12.8,628.9507,9.32,0.7234,0.7487,0.0253
"3506",46.63,1457.8242,-1.5,486.9479,8.87,0.7214,0.7467,0.0253
"3507",46.61,1633.8715,9.6,817.9509,17.86,0.9507,0.9761,0.0254
"3508",46.6,1091.5134,1.5,1092.5223,9.23,1.3942,1.4199,0.0256999999999998
"3509",46.6,2156.0959,11.8,1079.068,10.88,1.022,1.0474,0.0254000000000001
"3510",46.59,2352.1882,2.1,1177.1039,17.2,1.172,1.1975,0.0255000000000001
"3511",46.59,1359.6014,-2.5,680.8063,4.12,0.7923,0.8176,0.0253
"3512",46.58,1117.5979,7,559.8101,4.9,0.7963,0.8217,0.0254
"3513",46.58,1549.7749,-5.2,775.8907,9.3,0.9365,0.9619,0.0254
"3514",46.58,1497.7926,10,749.9111,17.34,0.9019,0.9273,0.0254
"3515",46.57,1336.6809,-1.8,669.3465,12.91,0.843,0.8684,0.0254
"3516",46.56,1339.6367,1.9,670.8269,4.32,0.8308,0.8562,0.0254
"3517",46.54,1289.5847,2,645.8009,4.48,0.7963,0.8217,0.0254
"3518",46.54,3101.4001,1.5,1034.8088,15.38,0.9304,0.9558,0.0254
"3519",46.54,1400.726,2.7,701.3721,13.71,0.8735,0.8989,0.0254
"3520",46.53,1394.7921,2.2,698.4048,17.66,0.8928,0.9182,0.0254
"3521",46.51,1476.7435,3.1,739.3813,17.04,0.8826,0.908,0.0254
"3522",46.51,1074.5557,-2.9,1075.5598,7.98,1.4579,1.4836,0.0257000000000001
"3523",46.51,1708.78,3.1,855.3999,15.33,0.9609,0.9863,0.0254
"3524",46.51,1751.8478,6.5,876.9369,17.5,0.9639,0.9894,0.0255
"3525",46.5,2199.9387,-13.4,734.3104,13.78,0.769,0.7943,0.0253
"3526",46.49,1862.9203,7.8,932.4747,15.22,1.0036,1.0291,0.0254999999999999
"3527",46.49,1453.7527,-0.9,727.883,17.43,0.8907,0.9161,0.0254
"3528",46.47,2745.2957,-4.3,916.1019,14.83,0.8704,0.8958,0.0254000000000001
"3529",46.46,1733.8082,14.8,867.9242,11.52,0.9456,0.9711,0.0255
"3530",46.45,1652.8046,5.5,827.4141,15.31,0.9456,0.9711,0.0255
"3531",46.44,1621.7922,-0.6,811.9029,15.81,0.9304,0.9558,0.0254
"3532",46.44,1329.6387,-0.8,665.826,11.97,0.8308,0.8562,0.0254
"3533",46.44,1944.0469,-5.5,973.0254,13.39,1.0087,1.0342,0.0255000000000001
"3534",46.44,1714.8678,3.2,858.4439,17.57,0.9589,0.9843,0.0254
"3535",46.43,1158.5339,1.8,580.2753,5.24,0.7751,0.8004,0.0253
"3536",46.42,1153.6356,0.9,577.8256,4.01,0.7933,0.8187,0.0254
"3537",46.42,1537.6936,-1,769.8533,17.77,0.8846,0.91,0.0254
"3538",46.42,1054.5334,-0.2,1055.5405,13.85,1.4148,1.4404,0.0255999999999998
"3539",46.42,1075.5046,-5,538.7569,4.53,0.7578,0.7832,0.0254
"3540",46.41,1405.6329,-2.8,703.8218,6.38,0.845,0.8704,0.0254
"3541",46.4,1527.8085,4.7,764.9151,15.9,0.97,0.9955,0.0255000000000001
"3542",46.4,2234.2271,-11.9,745.7408,15.84,0.7963,0.8217,0.0254
"3543",46.39,1492.7773,14.8,747.407,16.2,0.9243,0.9497,0.0254
"3544",46.39,1633.8562,-2,817.9338,11.36,0.9955,1.021,0.0254999999999999
"3545",46.38,1258.6558,-2,630.3339,11.84,0.8166,0.842,0.0254
"3546",46.37,1290.6244,-5.4,646.316,8.96,0.8227,0.8481,0.0254
"3547",46.37,1551.6677,-7.1,518.2262,14.72,0.6951,0.7204,0.0253
"3548",46.37,1550.7266,18.1,776.3846,12.43,0.8938,0.9192,0.0254
"3549",46.37,1361.6068,-4.1,681.8079,8.41,0.8653,0.8907,0.0254000000000001
"3550",46.36,1334.683,-1.3,668.3479,11.29,0.8532,0.8785,0.0253
"3551",46.36,1061.4965,0.6,531.7558,3.96,0.7771,0.8024,0.0253
"3552",46.35,1340.6207,2.5,671.3193,5.63,0.8288,0.8542,0.0254
"3553",46.35,1706.8528,-3.1,569.9564,16.68,0.7548,0.7801,0.0253
"3554",46.34,1081.512,-3.3,1082.5156,16.57,1.4158,1.4415,0.0257000000000001
"3555",46.34,1606.7661,10.6,804.3989,17.32,0.9039,0.9294,0.0255
"3556",46.33,944.5331,2.6,945.5428,11.59,1.3327,1.3583,0.0256000000000001
"3557",46.33,1395.7397,-1.5,698.8761,17.57,0.8755,0.9009,0.0254000000000001
"3558",46.33,1264.624,0,633.3193,17.84,0.8075,0.8329,0.0254
"3559",46.33,1599.7311,-25.3,800.8526,7.61,0.9131,0.9385,0.0254
"3560",46.31,1253.7019,-2.6,627.8566,16.68,0.8227,0.8481,0.0254
"3561",46.31,1737.7992,4.6,869.9108,16.18,0.9487,0.9741,0.0254
"3562",46.3,1401.7867,-4.6,701.8974,14.1,0.8633,0.8887,0.0254000000000001
"3563",46.28,993.4919,-2.5,497.752,8.8,0.7781,0.8034,0.0253
"3564",46.28,2980.1951,-6.3,994.3994,4.58,0.84,0.8653,0.0253
"3565",46.28,1568.7736,-9.4,523.9269,12.98,0.7366,0.7619,0.0253
"3566",46.27,1829.8301,2.9,610.9524,6.79,0.7193,0.7447,0.0254
"3567",46.27,1167.6149,-6,584.8112,12.59,0.8004,0.8258,0.0254
"3568",46.26,1617.6642,-6,809.8345,5.56,0.8836,0.909,0.0254
"3569",46.26,1357.7201,-1.9,679.866,10.95,0.8481,0.8735,0.0254000000000001
"3570",46.26,1327.6407,10.3,664.8345,9.67,0.8349,0.8603,0.0254
"3571",46.26,1925.9305,4.8,642.9872,9.96,0.8349,0.8603,0.0254
"3572",46.25,1203.5376,-2,602.7748,4.94,0.8065,0.8318,0.0253
"3573",46.25,1981.9368,4.7,991.9803,12.02,1.0067,1.0322,0.0255000000000001
"3574",46.25,1375.7645,-2.9,688.8875,16.41,0.907,0.9324,0.0254
"3575",46.24,1071.5237,1.4,1072.5325,14.21,1.4107,1.4363,0.0255999999999998
"3576",46.23,1311.5475,-6.9,1312.5458,16.2,1.4939,1.5196,0.0257000000000001
"3577",46.22,1083.5601,4.1,1084.5718,13.3,1.4631,1.4888,0.0256999999999998
"3578",46.21,1157.5328,9.1,1158.5507,15.2,1.461,1.4867,0.0256999999999998
"3579",46.21,3679.8774,-3.1,1227.6293,18.07,1.2927,1.3183,0.0256000000000001
"3580",46.21,1476.7433,-5.3,493.2524,6.97,0.6647,0.69,0.0253
"3581",46.2,1190.5428,-3.8,596.2764,3.46,0.77,0.7953,0.0253
"3582",46.2,2244.0659,6.9,749.0344,12.87,0.8633,0.8887,0.0254000000000001
"3583",46.19,1475.7507,-0.2,738.8825,16.18,0.8938,0.9192,0.0254
"3584",46.19,1384.6293,1.1,693.3227,9.96,0.844,0.8694,0.0254
"3585",46.19,1443.6664,-1.3,722.8395,10.4,0.905,0.9304,0.0254
"3586",46.18,1103.5094,-1.3,1104.5153,4.07,1.3778,1.4035,0.0257000000000001
"3587",46.16,1246.6809,1,1247.6895,14.4,1.5341,1.5598,0.0257000000000001
"3588",46.16,1196.5383,0.9,1197.5466,14.01,1.4888,1.5145,0.0257000000000001
"3589",46.16,1363.6594,3,682.8391,16.18,0.841,0.8664,0.0254
"3590",46.16,1189.6012,-2.8,1190.6051,14.67,1.4888,1.5145,0.0257000000000001
"3591",46.15,1076.5726,9.7,539.2988,7.79,0.7558,0.7811,0.0253
"3592",46.15,974.5436,-1.8,975.5492,12.04,1.3481,1.3737,0.0255999999999998
"3593",46.15,1011.4621,6.7,506.7417,5.12,0.7609,0.7862,0.0253
"3594",46.15,1088.5865,7.7,1089.6022,12.25,1.4158,1.4415,0.0257000000000001
"3595",46.15,1418.5992,5.7,710.311,12.61,0.8978,0.9233,0.0255
"3596",46.14,2090.0466,9,1046.04,15.74,1.0556,1.0811,0.0254999999999999
"3597",46.14,1188.6537,0.2,1189.6613,17.95,1.5011,1.5269,0.0257999999999998
"3598",46.13,1918.9497,-3.6,640.6549,9.87,0.7366,0.7619,0.0253
"3599",46.13,879.4338,-0.8,880.4403,8.62,1.2302,1.2558,0.0256000000000001
"3600",46.13,2517.1619,1.6,1259.5902,15.31,1.1117,1.1372,0.0255000000000001
"3601",46.13,1689.9049,0.1,845.9598,15.63,0.9436,0.969,0.0254
"3602",46.13,1685.9095,6.8,843.9678,17.75,0.9639,0.9894,0.0255
"3603",46.12,1418.7194,-2.3,710.3654,11.61,0.8999,0.9253,0.0254
"3604",46.12,879.5218,0.4,880.5294,16.5,1.2732,1.2988,0.0255999999999998
"3605",46.11,1398.7295,5,700.3755,17.36,0.8633,0.8887,0.0254000000000001
"3606",46.1,1047.5349,1.2,1048.5435,10.33,1.4271,1.4528,0.0257000000000001
"3607",46.1,1468.7197,-4.8,735.3636,17.41,0.8755,0.9009,0.0254000000000001
"3608",46.1,1137.5553,-2,1138.5603,9.12,1.4404,1.4661,0.0257000000000001
"3609",46.1,1258.6227,2.9,1259.6335,12.55,1.4991,1.5248,0.0256999999999998
"3610",46.09,1786.9247,1.6,894.4711,16.7,0.9873,1.0128,0.0255
"3611",46.08,1176.6025,25.9,589.3238,17.25,0.8004,0.8258,0.0254
"3612",46.07,1978.0709,-9.6,660.3579,17.89,0.843,0.8684,0.0254
"3613",46.07,888.4188,4,889.4296,3.12,1.2497,1.2753,0.0256000000000001
"3614",46.07,2003.9475,5.5,1002.9866,16.91,1.0485,1.074,0.0255000000000001
"3615",46.07,1309.6819,-5.1,655.8448,13.25,0.8298,0.8552,0.0254
"3616",46.07,1180.5612,1.5,1181.5702,8.23,1.5063,1.532,0.0257000000000001
"3617",46.06,1957.9349,2.5,979.9772,15.58,1.024,1.0495,0.0255000000000001
"3618",46.06,915.4848,5.9,916.4975,13.05,1.2784,1.304,0.0256000000000001
"3619",46.06,1248.5454,1.3,625.2808,13.28,0.8187,0.844,0.0253
"3620",46.06,1880.9601,-10.7,627.9872,15.58,0.7426,0.768,0.0254
"3621",46.06,1975.8986,-1.7,659.639,12.75,0.7507,0.7761,0.0254
"3622",46.06,1414.7456,1.4,708.3811,14.65,0.8806,0.906,0.0254
"3623",46.05,1461.677,-3.2,731.8434,7.47,0.8684,0.8938,0.0254000000000001
"3624",46.05,1359.6881,0.3,680.8516,16.57,0.8552,0.8806,0.0254000000000001
"3625",46.05,1796.8369,0.8,899.4265,15.88,1.0373,1.0627,0.0253999999999999
"3626",46.05,1340.6514,0.1,671.333,16.52,0.8278,0.8532,0.0254
"3627",46.03,1947.8962,-5.8,974.9498,15.68,0.9996,1.025,0.0253999999999999
"3628",46.03,1531.7002,0.9,766.8581,11.27,0.9019,0.9273,0.0254
"3629",46.03,1144.536,-0.2,1145.5431,8.94,1.4107,1.4363,0.0255999999999998
"3630",46.02,1580.6816,5,791.3521,14.97,0.9558,0.9812,0.0254
"3631",46.02,1250.6982,-2.6,626.3548,9.03,0.8542,0.8796,0.0254000000000001
"3632",46.02,1290.6489,7.6,646.3367,10.42,0.844,0.8694,0.0254
"3633",46.01,2124.0771,4.3,1063.0504,16.47,1.075,1.1005,0.0255000000000001
"3634",46.01,1701.7722,-6.5,568.261,12.57,0.7497,0.7751,0.0254
"3635",46,2334.074,1.9,779.0334,13.71,0.8105,0.8359,0.0254
"3636",45.99,1167.5632,-1.8,584.7878,4.64,0.7801,0.8055,0.0254
"3637",45.99,1080.5452,8.5,1081.5616,8.37,1.4004,1.4261,0.0256999999999998
"3638",45.99,1706.811,3.9,854.4161,16.31,0.9375,0.9629,0.0254
"3639",45.99,1380.6633,-13.3,691.3298,7.31,0.8521,0.8775,0.0254
"3640",45.96,2416.1045,-4.6,1209.054,13.87,1.0964,1.1219,0.0254999999999999
"3641",45.96,1554.844,4.4,778.4327,16.66,0.909,0.9344,0.0254
"3642",45.96,1117.5768,2.7,1118.587,12.68,1.4117,1.4374,0.0257000000000001
"3643",45.96,2324.1682,7,1163.0995,15.77,1.1291,1.1546,0.0255000000000001
"3644",45.95,1805.0199,1.5,903.5186,11.97,0.9935,1.0189,0.0253999999999999
"3645",45.95,1356.6959,-5.8,679.3513,17.29,0.8938,0.9192,0.0254
"3646",45.95,1490.8319,-13.1,746.4135,18,0.909,0.9344,0.0254
"3647",45.95,1282.5902,8.1,642.3076,4.07,0.841,0.8664,0.0254
"3648",45.94,1310.6619,3.1,656.3403,10.97,0.8389,0.8643,0.0254
"3649",45.94,1579.6976,-1.6,790.8549,13.39,0.9151,0.9405,0.0254
"3650",45.93,1364.6758,14.5,683.355,11.77,0.8613,0.8867,0.0254000000000001
"3651",45.92,1176.606,9,1177.6238,8.43,1.5021,1.5279,0.0258
"3652",45.92,1839.8938,-3.7,614.3029,10.92,0.7568,0.7822,0.0254
"3653",45.92,1176.5081,2.7,1177.5186,8.98,1.4672,1.4929,0.0256999999999998
"3654",45.91,1384.6656,10.7,693.3475,11.7,0.8633,0.8887,0.0254000000000001
"3655",45.91,2115.9783,-0.8,1058.9956,13.51,1.0403,1.0658,0.0255000000000001
"3656",45.91,1231.6859,7.3,616.8547,10.35,0.8298,0.8552,0.0254
"3657",45.91,1539.6993,-0.2,770.8568,14.33,0.8877,0.9131,0.0254
"3658",45.91,2110.8459,9.4,1056.4402,12,1.0291,1.0546,0.0255000000000001
"3659",45.9,1485.7146,0.2,496.2456,7.25,0.7082,0.7335,0.0253
"3660",45.9,899.5076,6.2,900.5204,5.85,1.2558,1.2814,0.0256000000000001
"3661",45.9,1171.6812,7.2,586.8521,11.47,0.7832,0.8085,0.0253
"3662",45.9,1172.6301,2.3,587.3237,11.72,0.7903,0.8156,0.0253
"3663",45.89,1639.7703,4.3,547.5997,6.1,0.7123,0.7376,0.0253
"3664",45.89,2434.0156,2.3,1218.0179,13.76,1.0831,1.1086,0.0255000000000001
"3665",45.89,1363.7203,3.7,682.8699,16.43,0.8603,0.8857,0.0254000000000001
"3666",45.89,1996.0452,12,999.0419,16.79,1.0454,1.0709,0.0254999999999999
"3667",45.88,923.4171,1.2,924.4254,7.93,1.2732,1.2988,0.0255999999999998
"3668",45.87,1267.569,-14.4,634.7827,11.61,0.8187,0.844,0.0253
"3669",45.87,992.5178,14.7,993.5397,9.96,1.3768,1.4024,0.0256000000000001
"3670",45.86,1238.6255,-4.5,620.3173,5.42,0.8237,0.8491,0.0254
"3671",45.85,869.3766,5.1,870.3884,4.12,1.2405,1.2661,0.0256000000000001
"3672",45.84,1307.6721,-3,654.8414,8.48,0.8389,0.8643,0.0254
"3673",45.83,1346.7054,-8.5,674.3542,5.28,0.8369,0.8623,0.0254
"3674",45.83,1818.7705,0.3,910.3928,14.33,0.9589,0.9843,0.0254
"3675",45.83,1187.6411,-3.9,594.8255,5.51,0.8116,0.8369,0.0253
"3676",45.82,1342.6993,2.4,672.3586,13.78,0.8989,0.9243,0.0254
"3677",45.81,1097.5062,2.6,1098.5164,8.34,1.4189,1.4446,0.0257000000000001
"3678",45.81,1435.7281,-2.8,718.8693,15.61,0.8897,0.9151,0.0254
"3679",45.8,1673.7686,1.7,837.893,13.98,0.9416,0.967,0.0254
"3680",45.78,1672.8057,7.6,837.4164,8.07,0.9365,0.9619,0.0254
"3681",45.78,1741.8523,7.4,871.9399,14.14,0.9812,1.0067,0.0255
"3682",45.77,935.5076,1.4,936.5162,9.01,1.3163,1.3419,0.0256000000000001
"3683",45.76,2182.0693,-4.4,728.3605,13.98,0.7629,0.7882,0.0253
"3684",45.76,1739.9167,4.5,870.9696,16.41,0.9792,1.0047,0.0255
"3685",45.75,1020.4512,-2.8,511.2315,3.94,0.7518,0.7771,0.0253
"3686",45.75,1985.9442,-1.2,662.9879,7.22,0.7903,0.8156,0.0253
"3687",45.73,1231.6019,-7,616.804,8.37,0.8349,0.8603,0.0254
"3688",45.73,713.3384,7.4,714.351,13.85,1.1178,1.1434,0.0256000000000001
"3689",45.73,1502.8092,-3.6,752.4092,16.18,0.9212,0.9466,0.0254
"3690",45.73,1461.8126,-9.4,731.9067,10.44,0.9436,0.969,0.0254
"3691",45.73,1486.7012,4,744.3608,5.97,0.8836,0.909,0.0254
"3692",45.73,1287.5878,-6.3,644.7971,7.38,0.8024,0.8278,0.0254
"3693",45.72,1565.7296,11.9,783.8814,13.28,0.9355,0.9609,0.0254
"3694",45.72,1251.6459,6.5,626.8343,8.18,0.8725,0.8978,0.0253
"3695",45.69,1317.6565,-6,659.8315,9.21,0.8836,0.909,0.0254
"3696",45.69,863.4059,-4.5,864.4092,5.42,1.2579,1.2835,0.0256000000000001
"3697",45.69,983.46,2.5,984.4697,15.33,1.3306,1.3563,0.0257000000000001
"3698",45.68,909.408,0.8,910.416,4.05,1.2323,1.2579,0.0256000000000001
"3699",45.67,3671.7849,-0.2,918.9533,17.82,0.9823,1.0077,0.0254000000000001
"3700",45.66,1140.6025,-3,1141.6064,12.71,1.462,1.4877,0.0257000000000001
"3701",45.66,1432.7384,0.3,717.3767,16.88,0.8643,0.8897,0.0254000000000001
"3702",45.65,1710.8499,12.2,856.4426,13.41,0.9355,0.9609,0.0254
"3703",45.64,1352.6572,4.9,677.3392,11.06,0.8552,0.8806,0.0254000000000001
"3704",45.63,2142.877,-1.1,1072.4446,12.5,1.0536,1.0791,0.0254999999999999
"3705",45.61,2399.1716,-1.2,800.7302,12.66,0.9121,0.9375,0.0254
"3706",45.6,1144.6353,3.2,573.3267,7.98,0.7903,0.8156,0.0253
"3707",45.6,1962.0132,1.5,982.0154,16.15,1.0301,1.0556,0.0255000000000001
"3708",45.59,1926.0363,-6.4,643.0153,15.56,0.7426,0.768,0.0254
"3709",45.58,1229.5524,0.9,615.784,10.35,0.8055,0.8308,0.0253
"3710",45.58,1187.5094,-1.6,594.761,15.08,0.773,0.7984,0.0254
"3711",45.56,1336.7601,7,669.392,14.14,0.9009,0.9263,0.0254
"3712",45.56,1241.6727,7.3,621.8481,10.54,0.8247,0.8501,0.0254
"3713",45.56,1353.6273,-0.6,677.8205,7.5,0.8471,0.8725,0.0254000000000001
"3714",45.55,2176.9946,-9.2,726.6655,13.09,0.7811,0.8065,0.0254
"3715",45.55,1325.6761,0.7,663.8458,11.2,0.8552,0.8806,0.0254000000000001
"3716",45.54,1093.4675,-3.1,547.7393,3.6,0.7376,0.7629,0.0253
"3717",45.53,1566.705,-4.8,784.356,6.56,0.8846,0.91,0.0254
"3718",45.53,2045.0276,5.9,682.6871,10.97,0.8014,0.8268,0.0254
"3719",45.53,1414.782,-0.6,708.3978,15.33,0.8877,0.9131,0.0254
"3720",45.53,2459.1426,-0.5,820.7211,13.48,0.8024,0.8278,0.0254
"3721",45.52,1484.7219,11.7,743.3769,3.98,0.8846,0.91,0.0254
"3722",45.52,1480.8613,15.9,741.4497,13.19,0.8877,0.9131,0.0254
"3723",45.51,1114.6208,6.8,1115.6357,16.63,1.4682,1.4939,0.0257000000000001
"3724",45.51,1114.6208,6.8,1115.6357,16.63,1.4682,1.4939,0.0257000000000001
"3725",45.51,1352.7598,-4.8,677.3839,13.25,0.8552,0.8806,0.0254000000000001
"3726",45.5,1431.6915,5,716.8566,13.78,0.8796,0.905,0.0254
"3727",45.5,1189.4856,-2.6,595.7485,3,0.7629,0.7882,0.0253
"3728",45.5,1072.5764,-1.4,1073.5822,6.29,1.4096,1.4353,0.0257000000000001
"3729",45.5,1474.7523,-7.4,738.378,12.77,0.9263,0.9517,0.0254
"3730",45.5,1380.7224,-2.8,691.3666,16.11,0.8613,0.8867,0.0254000000000001
"3731",45.48,1645.8674,-1.4,823.9398,9.85,0.9477,0.9731,0.0254
"3732",45.48,1348.5791,2.7,675.2986,15.74,0.8318,0.8572,0.0254
"3733",45.47,1096.5665,0.4,549.2908,7.41,0.7588,0.7842,0.0254
"3734",45.46,2234.2058,-9.6,1118.0995,13.37,1.1617,1.1873,0.0256000000000001
"3735",45.46,1169.5312,4.2,585.7753,4.48,0.7599,0.7852,0.0253
"3736",45.44,1583.8671,4.1,792.944,14.76,0.9233,0.9487,0.0254
"3737",45.43,1311.751,0.7,656.8832,17.68,0.844,0.8694,0.0254
"3738",45.42,961.3512,0.8,962.3593,4.3,1.2282,1.2538,0.0256000000000001
"3739",45.42,891.4814,-4.3,892.4848,7.11,1.2599,1.2855,0.0256000000000001
"3740",45.42,2204.9368,8.6,735.9926,10.31,0.8034,0.8288,0.0254
"3741",45.41,1739.7784,5.9,870.9016,9.23,0.9324,0.9578,0.0254
"3742",45.41,2400.1138,2,801.0468,15.2,0.9029,0.9283,0.0254
"3743",45.4,1266.653,5,634.3369,13.09,0.843,0.8684,0.0254
"3744",45.39,1717.7981,-17,859.8917,13.78,0.9548,0.9802,0.0254
"3745",45.39,1168.5764,-1.1,1169.5824,15.24,1.459,1.4847,0.0256999999999998
"3746",45.38,1141.5979,-3.8,571.8041,11.63,0.7872,0.8126,0.0254
"3747",45.38,2253.1528,15.1,752.0696,17.59,0.8207,0.8461,0.0254
"3748",45.37,1381.6912,-2.6,691.8511,14.3,0.8613,0.8867,0.0254000000000001
"3749",45.36,1183.6019,-1.2,592.8076,7.61,0.7943,0.8197,0.0254
"3750",45.36,1744.7692,11.3,873.4017,13.37,0.9761,1.0016,0.0255000000000001
"3751",45.36,1725.7634,1.7,576.2628,13.94,0.773,0.7984,0.0254
"3752",45.36,1179.5382,-7.3,590.7721,12.27,0.8065,0.8318,0.0253
"3753",45.36,1153.5979,-3.4,577.8043,15.31,0.7761,0.8014,0.0253
"3754",45.35,1118.5819,5.3,1119.5951,9.67,1.4528,1.4785,0.0256999999999998
"3755",45.35,925.4141,0.4,463.7145,2.62,0.7406,0.7659,0.0253
"3756",45.34,1476.8201,-8.8,493.2763,13.83,0.6789,0.7042,0.0253000000000001
"3757",45.34,1001.5393,2.1,1002.5486,7.2,1.3747,1.4004,0.0257000000000001
"3758",45.33,2133.9646,3.1,1067.9929,12.25,1.0648,1.0903,0.0255000000000001
"3759",45.33,1037.5869,-6.3,519.7975,10.44,0.7335,0.7588,0.0253
"3760",45.32,1457.7272,9.9,729.8781,14.44,0.8989,0.9243,0.0254
"3761",45.32,1540.7266,14.9,771.382,15.45,0.9019,0.9273,0.0254
"3762",45.31,1582.7416,1.7,528.5887,16.02,0.7234,0.7487,0.0253
"3763",45.31,1152.5775,-4.3,577.2936,4.58,0.7963,0.8217,0.0254
"3764",45.3,1210.5942,5.6,606.3078,7.29,0.8014,0.8268,0.0254
"3765",45.29,1029.4437,10,1030.4613,6.79,1.3275,1.3532,0.0257000000000001
"3766",45.28,1982.8502,-1.2,992.4312,15.08,1.1025,1.128,0.0254999999999999
"3767",45.28,2608.3457,12.8,870.467,17.59,0.8846,0.91,0.0254
"3768",45.26,1084.5764,-15.6,1085.5668,12.29,1.4148,1.4404,0.0255999999999998
"3769",45.26,2257.1326,-1.8,1129.5715,16.31,1.1035,1.1291,0.0256000000000001
"3770",45.26,1247.6259,-3.7,624.8179,7.73,0.8166,0.842,0.0254
"3771",45.25,1746.7076,12.6,874.3721,10.01,0.9436,0.969,0.0254
"3772",45.25,1372.5288,0.1,687.2717,11.95,0.8461,0.8714,0.0253
"3773",45.25,1381.7751,0.2,691.895,12.91,0.8542,0.8796,0.0254000000000001
"3774",45.24,1200.6537,4.6,1201.6665,14.46,1.5351,1.5608,0.0257000000000001
"3775",45.23,2088.0422,-2.7,523.0164,14.69,0.7578,0.7832,0.0254
"3776",45.23,1820.9091,3.1,911.4647,15.58,1.0006,1.026,0.0254000000000001
"3777",45.23,1172.6288,3.8,587.3239,9.48,0.8156,0.841,0.0254
"3778",45.22,1214.652,-11.5,608.3263,6.86,0.8227,0.8481,0.0254
"3779",45.22,1363.7169,1.1,682.8665,13.92,0.8765,0.9019,0.0254000000000001
"3780",45.21,1087.5662,5.4,1088.5793,7.38,1.3696,1.3953,0.0257000000000001
"3781",45.21,1249.6666,3.9,625.843,10.9,0.8156,0.841,0.0254
